"","folder","n_taxa"
"80","data/0.2-0-0.5-0.2/300",29
"81","data/0.2-0-1-0.1/100",7
"82","data/0.2-0-1-0.1/81",6
"83","data/0.2-0-1-0.1/82",4
"84","data/0.2-0-1-0.1/83",9
"85","data/0.2-0-1-0.1/84",8
"86","data/0.2-0-1-0.1/85",5
"87","data/0.2-0-1-0.1/86",15
"88","data/0.2-0-1-0.1/87",2
"89","data/0.2-0-1-0.1/88",10
"90","data/0.2-0-1-0.1/89",13
"91","data/0.2-0-1-0.1/90",23
"92","data/0.2-0-1-0.1/91",15
"93","data/0.2-0-1-0.1/92",12
"94","data/0.2-0-1-0.1/93",9
"95","data/0.2-0-1-0.1/94",33
"96","data/0.2-0-1-0.1/95",7
"97","data/0.2-0-1-0.1/96",12
"98","data/0.2-0-1-0.1/97",4
"99","data/0.2-0-1-0.1/98",12
"100","data/0.2-0-1-0.1/99",2
"101","data/0.2-0-1-0.15/201",4
"102","data/0.2-0-1-0.15/202",7
"103","data/0.2-0-1-0.15/203",4
"104","data/0.2-0-1-0.15/204",5
"105","data/0.2-0-1-0.15/205",8
"106","data/0.2-0-1-0.15/206",27
"107","data/0.2-0-1-0.15/207",9
"108","data/0.2-0-1-0.15/208",35
"109","data/0.2-0-1-0.15/209",10
"110","data/0.2-0-1-0.15/210",6
"111","data/0.2-0-1-0.15/211",6
"112","data/0.2-0-1-0.15/212",9
"113","data/0.2-0-1-0.15/213",9
"114","data/0.2-0-1-0.15/214",26
"115","data/0.2-0-1-0.15/215",17
"116","data/0.2-0-1-0.15/216",18
"117","data/0.2-0-1-0.15/217",7
"118","data/0.2-0-1-0.15/218",16
"119","data/0.2-0-1-0.15/219",17
"120","data/0.2-0-1-0.15/220",18
"121","data/0.2-0-1-0.2/321",27
"122","data/0.2-0-1-0.2/322",29
"123","data/0.2-0-1-0.2/323",52
"124","data/0.2-0-1-0.2/324",7
"125","data/0.2-0-1-0.2/325",5
"126","data/0.2-0-1-0.2/326",19
"127","data/0.2-0-1-0.2/327",10
"128","data/0.2-0-1-0.2/328",23
"129","data/0.2-0-1-0.2/329",12
"130","data/0.2-0-1-0.2/330",21
"131","data/0.2-0-1-0.2/331",8
"132","data/0.2-0-1-0.2/332",24
"133","data/0.2-0-1-0.2/333",8
"134","data/0.2-0-1-0.2/334",17
"135","data/0.2-0-1-0.2/335",3
"136","data/0.2-0-1-0.2/336",6
"137","data/0.2-0-1-0.2/337",27
"138","data/0.2-0-1-0.2/338",38
"139","data/0.2-0-1-0.2/339",56
"140","data/0.2-0-1-0.2/340",11
"141","data/0.2-0-1.5-0.1/121",7
"142","data/0.2-0-1.5-0.1/122",4
"143","data/0.2-0-1.5-0.1/123",23
"144","data/0.2-0-1.5-0.1/124",12
"145","data/0.2-0-1.5-0.1/125",6
"146","data/0.2-0-1.5-0.1/126",22
"147","data/0.2-0-1.5-0.1/127",10
"148","data/0.2-0-1.5-0.1/128",10
"149","data/0.2-0-1.5-0.1/129",8
"150","data/0.2-0-1.5-0.1/130",27
"151","data/0.2-0-1.5-0.1/131",10
"152","data/0.2-0-1.5-0.1/132",34
"153","data/0.2-0-1.5-0.1/133",9
"154","data/0.2-0-1.5-0.1/134",15
"155","data/0.2-0-1.5-0.1/135",27
"156","data/0.2-0-1.5-0.1/136",6
"157","data/0.2-0-1.5-0.1/137",13
"158","data/0.2-0-1.5-0.1/138",3
"159","data/0.2-0-1.5-0.1/139",12
"160","data/0.2-0-1.5-0.1/140",38
"161","data/0.2-0-1.5-0.15/241",16
"162","data/0.2-0-1.5-0.15/242",71
"163","data/0.2-0-1.5-0.15/243",10
"164","data/0.2-0-1.5-0.15/244",4
"165","data/0.2-0-1.5-0.15/245",21
"166","data/0.2-0-1.5-0.15/246",13
"167","data/0.2-0-1.5-0.15/247",28
"168","data/0.2-0-1.5-0.15/248",42
"169","data/0.2-0-1.5-0.15/249",20
"170","data/0.2-0-1.5-0.15/250",19
"171","data/0.2-0-1.5-0.15/251",7
"172","data/0.2-0-1.5-0.15/252",3
"173","data/0.2-0-1.5-0.15/253",15
"174","data/0.2-0-1.5-0.15/254",90
"175","data/0.2-0-1.5-0.15/255",46
"176","data/0.2-0-1.5-0.15/256",14
"177","data/0.2-0-1.5-0.15/257",18
"178","data/0.2-0-1.5-0.15/258",18
"179","data/0.2-0-1.5-0.15/259",18
"180","data/0.2-0-1.5-0.15/260",26
"181","data/0.2-0-1.5-0.2/361",21
"182","data/0.2-0-1.5-0.2/362",25
"183","data/0.2-0-1.5-0.2/363",35
"184","data/0.2-0-1.5-0.2/364",29
"185","data/0.2-0-1.5-0.2/365",25
"186","data/0.2-0-1.5-0.2/366",8
"187","data/0.2-0-1.5-0.2/367",10
"188","data/0.2-0-1.5-0.2/368",9
"189","data/0.2-0-1.5-0.2/369",9
"190","data/0.2-0-1.5-0.2/370",20
"191","data/0.2-0-1.5-0.2/371",19
"192","data/0.2-0-1.5-0.2/372",41
"193","data/0.2-0-1.5-0.2/373",21
"194","data/0.2-0-1.5-0.2/374",30
"195","data/0.2-0-1.5-0.2/375",16
"196","data/0.2-0-1.5-0.2/376",35
"197","data/0.2-0-1.5-0.2/377",35
"198","data/0.2-0-1.5-0.2/378",83
"199","data/0.2-0-1.5-0.2/379",9
"200","data/0.2-0-1.5-0.2/380",84
"201","data/0.2-0.1-0-0/21",2
"202","data/0.2-0.1-0-0/22",5
"203","data/0.2-0.1-0-0/23",6
"204","data/0.2-0.1-0-0/24",4
"205","data/0.2-0.1-0-0/25",5
"206","data/0.2-0.1-0-0/26",3
"207","data/0.2-0.1-0-0/27",7
"208","data/0.2-0.1-0-0/28",3
"209","data/0.2-0.1-0-0/29",4
"210","data/0.2-0.1-0-0/30",4
"211","data/0.2-0.1-0-0/31",5
"212","data/0.2-0.1-0-0/32",6
"213","data/0.2-0.1-0-0/33",2
"214","data/0.2-0.1-0-0/34",6
"215","data/0.2-0.1-0-0/35",6
"216","data/0.2-0.1-0-0/36",2
"217","data/0.2-0.1-0-0/37",4
"218","data/0.2-0.1-0-0/38",7
"219","data/0.2-0.1-0-0/39",12
"220","data/0.2-0.1-0-0/40",2
"221","data/0.2-0.1-0.5-0.1/61",8
"222","data/0.2-0.1-0.5-0.1/62",3
"223","data/0.2-0.1-0.5-0.1/63",3
"224","data/0.2-0.1-0.5-0.1/64",4
"225","data/0.2-0.1-0.5-0.1/65",8
"226","data/0.2-0.1-0.5-0.1/66",10
"227","data/0.2-0.1-0.5-0.1/67",5
"228","data/0.2-0.1-0.5-0.1/68",10
"229","data/0.2-0.1-0.5-0.1/69",6
"230","data/0.2-0.1-0.5-0.1/70",3
"231","data/0.2-0.1-0.5-0.1/71",5
"232","data/0.2-0.1-0.5-0.1/72",12
"233","data/0.2-0.1-0.5-0.1/73",3
"234","data/0.2-0.1-0.5-0.1/74",7
"235","data/0.2-0.1-0.5-0.1/75",5
"236","data/0.2-0.1-0.5-0.1/76",8
"237","data/0.2-0.1-0.5-0.1/77",7
"238","data/0.2-0.1-0.5-0.1/78",4
"239","data/0.2-0.1-0.5-0.1/79",6
"240","data/0.2-0.1-0.5-0.1/80",3
"241","data/0.2-0.1-0.5-0.15/181",7
"242","data/0.2-0.1-0.5-0.15/182",3
"243","data/0.2-0.1-0.5-0.15/183",16
"244","data/0.2-0.1-0.5-0.15/184",3
"245","data/0.2-0.1-0.5-0.15/185",4
"246","data/0.2-0.1-0.5-0.15/186",6
"247","data/0.2-0.1-0.5-0.15/187",8
"248","data/0.2-0.1-0.5-0.15/188",3
"249","data/0.2-0.1-0.5-0.15/189",4
"250","data/0.2-0.1-0.5-0.15/190",8
"251","data/0.2-0.1-0.5-0.15/191",8
"252","data/0.2-0.1-0.5-0.15/192",17
"253","data/0.2-0.1-0.5-0.15/193",19
"254","data/0.2-0.1-0.5-0.15/194",14
"255","data/0.2-0.1-0.5-0.15/195",3
"256","data/0.2-0.1-0.5-0.15/196",3
"257","data/0.2-0.1-0.5-0.15/197",4
"258","data/0.2-0.1-0.5-0.15/198",15
"259","data/0.2-0.1-0.5-0.15/199",3
"260","data/0.2-0.1-0.5-0.15/200",8
"261","data/0.2-0.1-0.5-0.2/301",8
"262","data/0.2-0.1-0.5-0.2/302",2
"263","data/0.2-0.1-0.5-0.2/303",9
"264","data/0.2-0.1-0.5-0.2/304",11
"265","data/0.2-0.1-0.5-0.2/305",6
"266","data/0.2-0.1-0.5-0.2/306",7
"267","data/0.2-0.1-0.5-0.2/307",5
"268","data/0.2-0.1-0.5-0.2/308",34
"269","data/0.2-0.1-0.5-0.2/309",5
"270","data/0.2-0.1-0.5-0.2/310",18
"271","data/0.2-0.1-0.5-0.2/311",12
"272","data/0.2-0.1-0.5-0.2/312",3
"273","data/0.2-0.1-0.5-0.2/313",5
"274","data/0.2-0.1-0.5-0.2/314",4
"275","data/0.2-0.1-0.5-0.2/315",15
"276","data/0.2-0.1-0.5-0.2/316",14
"277","data/0.2-0.1-0.5-0.2/317",12
"278","data/0.2-0.1-0.5-0.2/318",4
"279","data/0.2-0.1-0.5-0.2/319",4
"280","data/0.2-0.1-0.5-0.2/320",5
"281","data/0.2-0.1-1-0.1/101",6
"282","data/0.2-0.1-1-0.1/102",7
"283","data/0.2-0.1-1-0.1/103",3
"284","data/0.2-0.1-1-0.1/104",4
"285","data/0.2-0.1-1-0.1/105",18
"286","data/0.2-0.1-1-0.1/106",3
"287","data/0.2-0.1-1-0.1/107",4
"288","data/0.2-0.1-1-0.1/108",16
"289","data/0.2-0.1-1-0.1/109",6
"290","data/0.2-0.1-1-0.1/110",19
"291","data/0.2-0.1-1-0.1/111",8
"292","data/0.2-0.1-1-0.1/112",10
"293","data/0.2-0.1-1-0.1/113",9
"294","data/0.2-0.1-1-0.1/114",10
"295","data/0.2-0.1-1-0.1/115",7
"296","data/0.2-0.1-1-0.1/116",28
"297","data/0.2-0.1-1-0.1/117",6
"298","data/0.2-0.1-1-0.1/118",5
"299","data/0.2-0.1-1-0.1/119",7
"300","data/0.2-0.1-1-0.1/120",9
"301","data/0.2-0.1-1-0.15/221",19
"302","data/0.2-0.1-1-0.15/222",6
"303","data/0.2-0.1-1-0.15/223",7
"304","data/0.2-0.1-1-0.15/224",4
"305","data/0.2-0.1-1-0.15/225",11
"306","data/0.2-0.1-1-0.15/226",7
"307","data/0.2-0.1-1-0.15/227",20
"308","data/0.2-0.1-1-0.15/228",5
"309","data/0.2-0.1-1-0.15/229",2
"310","data/0.2-0.1-1-0.15/230",14
"311","data/0.2-0.1-1-0.15/231",13
"312","data/0.2-0.1-1-0.15/232",26
"313","data/0.2-0.1-1-0.15/233",13
"314","data/0.2-0.1-1-0.15/234",13
"315","data/0.2-0.1-1-0.15/235",6
"316","data/0.2-0.1-1-0.15/236",6
"317","data/0.2-0.1-1-0.15/237",5
"318","data/0.2-0.1-1-0.15/238",8
"319","data/0.2-0.1-1-0.15/239",14
"320","data/0.2-0.1-1-0.15/240",28
"321","data/0.2-0.1-1-0.2/341",8
"322","data/0.2-0.1-1-0.2/342",4
"323","data/0.2-0.1-1-0.2/343",6
"324","data/0.2-0.1-1-0.2/344",5
"325","data/0.2-0.1-1-0.2/345",6
"326","data/0.2-0.1-1-0.2/346",3
"327","data/0.2-0.1-1-0.2/347",17
"328","data/0.2-0.1-1-0.2/348",26
"329","data/0.2-0.1-1-0.2/349",13
"330","data/0.2-0.1-1-0.2/350",15
"331","data/0.2-0.1-1-0.2/351",15
"332","data/0.2-0.1-1-0.2/352",29
"333","data/0.2-0.1-1-0.2/353",31
"334","data/0.2-0.1-1-0.2/354",11
"335","data/0.2-0.1-1-0.2/355",17
"336","data/0.2-0.1-1-0.2/356",7
"337","data/0.2-0.1-1-0.2/357",4
"338","data/0.2-0.1-1-0.2/358",5
"339","data/0.2-0.1-1-0.2/359",3
"340","data/0.2-0.1-1-0.2/360",17
"341","data/0.2-0.1-1.5-0.1/141",15
"342","data/0.2-0.1-1.5-0.1/142",16
"343","data/0.2-0.1-1.5-0.1/143",4
"344","data/0.2-0.1-1.5-0.1/144",6
"345","data/0.2-0.1-1.5-0.1/145",49
"346","data/0.2-0.1-1.5-0.1/146",5
"347","data/0.2-0.1-1.5-0.1/147",2
"348","data/0.2-0.1-1.5-0.1/148",17
"349","data/0.2-0.1-1.5-0.1/149",6
"350","data/0.2-0.1-1.5-0.1/150",4
"351","data/0.2-0.1-1.5-0.1/151",22
"352","data/0.2-0.1-1.5-0.1/152",34
"353","data/0.2-0.1-1.5-0.1/153",6
"354","data/0.2-0.1-1.5-0.1/154",2
"355","data/0.2-0.1-1.5-0.1/155",23
"356","data/0.2-0.1-1.5-0.1/156",4
"357","data/0.2-0.1-1.5-0.1/157",12
"358","data/0.2-0.1-1.5-0.1/158",16
"359","data/0.2-0.1-1.5-0.1/159",5
"360","data/0.2-0.1-1.5-0.1/160",22
"361","data/0.2-0.1-1.5-0.15/261",5
"362","data/0.2-0.1-1.5-0.15/262",25
"363","data/0.2-0.1-1.5-0.15/263",16
"364","data/0.2-0.1-1.5-0.15/264",18
"365","data/0.2-0.1-1.5-0.15/265",4
"366","data/0.2-0.1-1.5-0.15/266",46
"367","data/0.2-0.1-1.5-0.15/267",34
"368","data/0.2-0.1-1.5-0.15/268",10
"369","data/0.2-0.1-1.5-0.15/269",28
"370","data/0.2-0.1-1.5-0.15/270",15
"371","data/0.2-0.1-1.5-0.15/271",4
"372","data/0.2-0.1-1.5-0.15/272",45
"373","data/0.2-0.1-1.5-0.15/273",6
"374","data/0.2-0.1-1.5-0.15/274",6
"375","data/0.2-0.1-1.5-0.15/275",27
"376","data/0.2-0.1-1.5-0.15/276",46
"377","data/0.2-0.1-1.5-0.15/277",10
"378","data/0.2-0.1-1.5-0.15/278",21
"379","data/0.2-0.1-1.5-0.15/279",14
"380","data/0.2-0.1-1.5-0.15/280",20
"381","data/0.2-0.1-1.5-0.2/381",16
"382","data/0.2-0.1-1.5-0.2/382",24
"383","data/0.2-0.1-1.5-0.2/383",54
"384","data/0.2-0.1-1.5-0.2/384",17
"385","data/0.2-0.1-1.5-0.2/385",24
"386","data/0.2-0.1-1.5-0.2/386",23
"387","data/0.2-0.1-1.5-0.2/387",26
"388","data/0.2-0.1-1.5-0.2/388",9
"389","data/0.2-0.1-1.5-0.2/389",8
"390","data/0.2-0.1-1.5-0.2/390",10
"391","data/0.2-0.1-1.5-0.2/391",16
"392","data/0.2-0.1-1.5-0.2/392",53
"393","data/0.2-0.1-1.5-0.2/393",25
"394","data/0.2-0.1-1.5-0.2/394",38
"395","data/0.2-0.1-1.5-0.2/395",44
"396","data/0.2-0.1-1.5-0.2/396",15
"397","data/0.2-0.1-1.5-0.2/397",10
"398","data/0.2-0.1-1.5-0.2/398",31
"399","data/0.2-0.1-1.5-0.2/399",42
"400","data/0.2-0.1-1.5-0.2/400",19
