"","folder","n_taxa"
"90","data/0.2-0-2-0.2/210",37
"91","data/0.2-0-2.5-0.1/61",10
"92","data/0.2-0-2.5-0.1/62",15
"93","data/0.2-0-2.5-0.1/63",17
"94","data/0.2-0-2.5-0.1/64",33
"95","data/0.2-0-2.5-0.1/65",16
"96","data/0.2-0-2.5-0.1/66",18
"97","data/0.2-0-2.5-0.1/67",18
"98","data/0.2-0-2.5-0.1/68",18
"99","data/0.2-0-2.5-0.1/69",42
"100","data/0.2-0-2.5-0.1/70",30
"101","data/0.2-0-2.5-0.15/141",51
"102","data/0.2-0-2.5-0.15/142",28
"103","data/0.2-0-2.5-0.15/143",123
"104","data/0.2-0-2.5-0.15/144",17
"105","data/0.2-0-2.5-0.15/145",339
"106","data/0.2-0-2.5-0.15/146",11
"107","data/0.2-0-2.5-0.15/147",284
"108","data/0.2-0-2.5-0.15/148",85
"109","data/0.2-0-2.5-0.15/149",19
"110","data/0.2-0-2.5-0.15/150",8
"111","data/0.2-0-2.5-0.2/221",96
"112","data/0.2-0-2.5-0.2/222",22
"113","data/0.2-0-2.5-0.2/223",172
"114","data/0.2-0-2.5-0.2/224",89
"115","data/0.2-0-2.5-0.2/225",16
"116","data/0.2-0-2.5-0.2/226",50
"117","data/0.2-0-2.5-0.2/227",86
"118","data/0.2-0-2.5-0.2/228",24
"119","data/0.2-0-2.5-0.2/229",9
"120","data/0.2-0-2.5-0.2/230",58
"121","data/0.2-0.15-1-0.1/11",7
"122","data/0.2-0.15-1-0.1/12",8
"123","data/0.2-0.15-1-0.1/13",10
"124","data/0.2-0.15-1-0.1/14",5
"125","data/0.2-0.15-1-0.1/15",11
"126","data/0.2-0.15-1-0.1/16",5
"127","data/0.2-0.15-1-0.1/17",4
"128","data/0.2-0.15-1-0.1/18",12
"129","data/0.2-0.15-1-0.1/19",11
"130","data/0.2-0.15-1-0.1/20",8
"131","data/0.2-0.15-1-0.15/100",6
"132","data/0.2-0.15-1-0.15/91",15
"133","data/0.2-0.15-1-0.15/92",6
"134","data/0.2-0.15-1-0.15/93",6
"135","data/0.2-0.15-1-0.15/94",7
"136","data/0.2-0.15-1-0.15/95",6
"137","data/0.2-0.15-1-0.15/96",8
"138","data/0.2-0.15-1-0.15/97",5
"139","data/0.2-0.15-1-0.15/98",4
"140","data/0.2-0.15-1-0.15/99",2
"141","data/0.2-0.15-1-0.2/171",17
"142","data/0.2-0.15-1-0.2/172",5
"143","data/0.2-0.15-1-0.2/173",17
"144","data/0.2-0.15-1-0.2/174",22
"145","data/0.2-0.15-1-0.2/175",9
"146","data/0.2-0.15-1-0.2/176",4
"147","data/0.2-0.15-1-0.2/177",24
"148","data/0.2-0.15-1-0.2/178",16
"149","data/0.2-0.15-1-0.2/179",19
"150","data/0.2-0.15-1-0.2/180",29
"151","data/0.2-0.15-1.5-0.1/31",11
"152","data/0.2-0.15-1.5-0.1/32",5
"153","data/0.2-0.15-1.5-0.1/33",3
"154","data/0.2-0.15-1.5-0.1/34",6
"155","data/0.2-0.15-1.5-0.1/35",7
"156","data/0.2-0.15-1.5-0.1/36",6
"157","data/0.2-0.15-1.5-0.1/37",5
"158","data/0.2-0.15-1.5-0.1/38",4
"159","data/0.2-0.15-1.5-0.1/39",14
"160","data/0.2-0.15-1.5-0.1/40",7
"161","data/0.2-0.15-1.5-0.15/111",24
"162","data/0.2-0.15-1.5-0.15/112",8
"163","data/0.2-0.15-1.5-0.15/113",15
"164","data/0.2-0.15-1.5-0.15/114",12
"165","data/0.2-0.15-1.5-0.15/115",2
"166","data/0.2-0.15-1.5-0.15/116",9
"167","data/0.2-0.15-1.5-0.15/117",8
"168","data/0.2-0.15-1.5-0.15/118",16
"169","data/0.2-0.15-1.5-0.15/119",12
"170","data/0.2-0.15-1.5-0.15/120",24
"171","data/0.2-0.15-1.5-0.2/191",15
"172","data/0.2-0.15-1.5-0.2/192",8
"173","data/0.2-0.15-1.5-0.2/193",50
"174","data/0.2-0.15-1.5-0.2/194",35
"175","data/0.2-0.15-1.5-0.2/195",45
"176","data/0.2-0.15-1.5-0.2/196",16
"177","data/0.2-0.15-1.5-0.2/197",68
"178","data/0.2-0.15-1.5-0.2/198",10
"179","data/0.2-0.15-1.5-0.2/199",10
"180","data/0.2-0.15-1.5-0.2/200",15
"181","data/0.2-0.15-2-0.1/51",7
"182","data/0.2-0.15-2-0.1/52",13
"183","data/0.2-0.15-2-0.1/53",24
"184","data/0.2-0.15-2-0.1/54",9
"185","data/0.2-0.15-2-0.1/55",29
"186","data/0.2-0.15-2-0.1/56",9
"187","data/0.2-0.15-2-0.1/57",13
"188","data/0.2-0.15-2-0.1/58",28
"189","data/0.2-0.15-2-0.1/59",9
"190","data/0.2-0.15-2-0.1/60",12
"191","data/0.2-0.15-2-0.15/131",21
"192","data/0.2-0.15-2-0.15/132",8
"193","data/0.2-0.15-2-0.15/133",29
"194","data/0.2-0.15-2-0.15/134",20
"195","data/0.2-0.15-2-0.15/135",21
"196","data/0.2-0.15-2-0.15/136",35
"197","data/0.2-0.15-2-0.15/137",31
"198","data/0.2-0.15-2-0.15/138",23
"199","data/0.2-0.15-2-0.15/139",10
"200","data/0.2-0.15-2-0.15/140",16
"201","data/0.2-0.15-2-0.2/211",45
"202","data/0.2-0.15-2-0.2/212",103
"203","data/0.2-0.15-2-0.2/213",15
"204","data/0.2-0.15-2-0.2/214",15
"205","data/0.2-0.15-2-0.2/215",25
"206","data/0.2-0.15-2-0.2/216",4
"207","data/0.2-0.15-2-0.2/217",9
"208","data/0.2-0.15-2-0.2/218",8
"209","data/0.2-0.15-2-0.2/219",15
"210","data/0.2-0.15-2-0.2/220",23
"211","data/0.2-0.15-2.5-0.1/71",67
"212","data/0.2-0.15-2.5-0.1/72",14
"213","data/0.2-0.15-2.5-0.1/73",13
"214","data/0.2-0.15-2.5-0.1/74",9
"215","data/0.2-0.15-2.5-0.1/75",18
"216","data/0.2-0.15-2.5-0.1/76",22
"217","data/0.2-0.15-2.5-0.1/77",7
"218","data/0.2-0.15-2.5-0.1/78",7
"219","data/0.2-0.15-2.5-0.1/79",46
"220","data/0.2-0.15-2.5-0.1/80",5
"221","data/0.2-0.15-2.5-0.15/151",6
"222","data/0.2-0.15-2.5-0.15/152",57
"223","data/0.2-0.15-2.5-0.15/153",10
"224","data/0.2-0.15-2.5-0.15/154",13
"225","data/0.2-0.15-2.5-0.15/155",6
"226","data/0.2-0.15-2.5-0.15/156",4
"227","data/0.2-0.15-2.5-0.15/157",12
"228","data/0.2-0.15-2.5-0.15/158",16
"229","data/0.2-0.15-2.5-0.15/159",27
"230","data/0.2-0.15-2.5-0.15/160",29
"231","data/0.2-0.15-2.5-0.2/231",11
"232","data/0.2-0.15-2.5-0.2/232",80
"233","data/0.2-0.15-2.5-0.2/233",141
"234","data/0.2-0.15-2.5-0.2/234",99
"235","data/0.2-0.15-2.5-0.2/235",23
"236","data/0.2-0.15-2.5-0.2/236",203
"237","data/0.2-0.15-2.5-0.2/237",22
"238","data/0.2-0.15-2.5-0.2/238",70
"239","data/0.2-0.15-2.5-0.2/239",107
"240","data/0.2-0.15-2.5-0.2/240",43
